NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N
8591274,1640,,,"Zürich, Micafil",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,20,31,N1,N17",2678206,1249650
8503692,690,,,"Wettswil a.A., Dorf",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,"220,221,229,N23",2678255,1243558
8579994,1659,,,"Wettswil a.A., Moosstrasse",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,"200,210,220,221,229,N23",2678301,1243129
8579442,6104,,,"Wettswil a.A., Oberhusen",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2678539,1243500
8573733,1268,,,"Aeugst a.A., Höchweg",Aeugst am Albis,Bus,&nbsp;,0,,151,2,Bus,"225,235,N24",2678877,1236058
8591361,2366,,,"Zürich, Seidelhof",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"20,31,N1,N17",2678903,1249536
8580298,3321,,,"Mettmenstetten, Rossau",Mettmenstetten,Bus,&nbsp;,0,,156,2,Bus,232,2679037,1231197
8591158,979,,,"Zürich, Giblenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2679044,1251629
8591258,1570,,,"Zürich, Lindenplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,35,78,80,N1,N8",2679090,1249082
8591214,1320,,,"Zürich, In der Ey",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,80,N8,N9",2679534,1247022
8591265,1592,,,"Zürich, Letzibach",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,83,N1",2679735,1249231
8591281,6628,,,"Zürich, Mühlacker",Zürich,Bus,&nbsp;,0,,110,2,Bus,"37,61",2679806,1253358
8591331,2147,,,"Zürich, Sackzelg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,67,N9",2679820,1247598
8591401,2682,,,"Zürich, Triemlispital",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2679936,1246664
8591046,6627,,,"Zürich, Aspholz",Zürich,Bus,&nbsp;,0,,110,2,Bus,"37,61",2680159,1253229
8591054,3021,,,"Zürich, Bahnhof Affoltern",Zürich,Bus,&nbsp;,0,,110,2,Bus,"37,492,61,62,N2",2680648,1252813
8591170,1073,,,"Zürich, Gutstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"67,N12",2680664,1247315
8591213,1316,,,"Zürich, Im Wingert",Zürich,Bus,&nbsp;,0,,110,2,Bus,69,2680785,1250618
8591186,1162,,,"Zürich, Herdernstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N1",2680835,1248773
8591131,857,,,"Zürich, Fischerweg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"17,8,N17",2681045,1249748
8578773,7132,,,"Sarmenstorf, Vorstadt",Sarmenstorf,Bus,&nbsp;,0,,,2,Bus,N32,2661113,1240783
8572621,7124,,,"Wohlen AG, Migros",Wohlen AG,Bus,&nbsp;,0,,,2,Bus,N32,2662991,1244623
8580285,7121,,,"Wohlen AG, Bünzstrasse",Wohlen AG,Bus,&nbsp;,0,,,2,Bus,N32,2663197,1244817
8580318,6965,,,"Oberrohrdorf, Brüggliacher",Oberrohrdorf,,&nbsp;,0,,,99,,,2666015,1252708
8503505,13734,,,Wettingen,Wettingen AG,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S12,S19,S6,SN1",2666121,1256911
8502773,6738,,,"Oberrohrdorf, Post",Oberrohrdorf,,&nbsp;,0,,,99,,,2666268,1252350
8502750,6722,,,"Bellikon, Post",Bellikon,,&nbsp;,0,,,99,,,2668311,1249136
8582054,6471,,,"Muri AG, Grindelstrasse",Muri AG,Bus,&nbsp;,0,,,2,Bus,"217,245",2668915,1236613
8503506,13730,,,Killwangen-Spreitenbach,Killwangen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S11,S12,SN1,SN11",2669000,1254100
8502566,6063,,,"Aristau, Althäusern",Aristau,Bus,&nbsp;,0,,,2,Bus,245,2669684,1238587
8502558,6233,,,"Merenschwand, Unterrüti",Merenschwand,Bus,&nbsp;,0,,,2,Bus,217,2669994,1236204
8590279,2384,,,"Spreitenbach, Shopping Center",Spreitenbach,,&nbsp;,0,,,99,,,2670171,1252599
8590270,3520,,,"Spreitenbach, Brüel",Spreitenbach,,&nbsp;,0,,184,99,,,2670456,1252302
8580317,6210,,,"Berikon, Stalden",Berikon,Bus,&nbsp;,0,,,2,Bus,N31,2670877,1244503
8595143,6819,,,"Otelfingen, Landstrasse",Otelfingen,Bus,&nbsp;,0,,117,2,Bus,"450,N45",2671489,1256940
8503528,11852,,,Otelfingen,Otelfingen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,117,1,Bahn,"S6,SN6",2671563,1256438
8576237,2267,,,"Otelfingen, Schule",Otelfingen,Bus,&nbsp;,0,,117,2,Bus,"450,N45",2671741,1257304
8590201,457,,,"Bergdietikon, Bergli",Bergdietikon,Bus,&nbsp;,0,,184,2,Bus,"305,315,N31",2671805,1249367
8502955,1959,,,"Oberlunkhofen, Post",Oberlunkhofen,,&nbsp;,0,,155,99,,,2671925,1240530
8590533,2569,,,"Dietikon, Stelzenacker",Dietikon,Bus,&nbsp;,0,,154,2,Bus,"306,N31,N36",2671948,1250826
8590203,729,,,"Bergdietikon, Dünni",Bergdietikon,Bus,&nbsp;,0,,184,2,Bus,"305,315",2672058,1249763
8588094,5011,,,"Dänikon, Rotflue",Dänikon,Bus,&nbsp;,0,,117,2,Bus,"491,N45",2672307,1255579
8590737,1094,,,"Oetwil an der Limmat, Halde",Oetwil an der Limmat,Bus,&nbsp;,0,,154,2,Bus,"309,N34",2672554,1253180
8500926,7020,,,"Oetwil a.d.L., Schweizäcker",Oetwil an der Limmat,Bus,&nbsp;,0,,154,2,Bus,"309,N34",2672780,1252983
8590529,2406,,,"Dietikon, Sommerau",Dietikon,Bus,&nbsp;,0,,154,2,Bus,"314,N34",2672971,1250668
8578783,7091,,,"Rekingen, Dorf",Rekingen,,&nbsp;,0,,,99,,,2666451,1269190
8503596,3821,,,"Schneisingen, Mitteldorf",Schneisingen,Bus,&nbsp;,0,,,2,Bus,N51,2669675,1263597
8503316,13059,,,Steinmaur,Steinmaur,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,112,1,Bahn,S15,2675980,1260409
8573275,3059,,,"Steinmaur, Bahnhof",Steinmaur,Bus,&nbsp;,0,,112,2,Bus,"535,E,N51",2676059,1260379
8573251,1730,,,"Stadel b. N., Neuwis-Huus",Stadel bei Niederglatt,Bus,&nbsp;,0,,118,2,Bus,"510,515,N50",2677657,1265344
8576295,129,,,"Wasterkingen,Ausserdorfstrasse",Wasterkingen,Bus,&nbsp;,0,,113,2,Bus,"546,N53",2677846,1271530
8574587,3526,,,"Zweidlen, Zweidlergraben",Zweidlen,Bus,&nbsp;,0,,113,2,Bus,540,2678173,1268748
8575949,1926,,,"Glattfelden, Post",Glattfelden,Bus,&nbsp;,0,,113,2,Bus,"540,E,N53",2679829,1268222
8573263,3639,,,"Niederglatt ZH, Zentrum",Niederglatt ZH,Bus,&nbsp;,0,,112,2,Bus,"510,525,N50",2680233,1260512
8576291,953,,,"Wil ZH, Dorf",Wil ZH,Bus,&nbsp;,0,,113,2,Bus,"545,N53",2680414,1273220
8504802,7032,,,"Hochfelden, Grabenstrasse",Hochfelden,Bus,&nbsp;,0,,112,2,Bus,"515,535,N53",2680929,1264221
8573254,1216,,,"Bülach, Hirslen",Bülach,Bus,&nbsp;,0,,112,2,Bus,"515,535,N53",2681810,1264118
8583761,6946,,,"Oberglatt ZH, Pistenende",Oberglatt ZH,Bus,&nbsp;,0,,121,2,Bus,504,2682094,1259843
8511312,7145,,,"Bülach, Glasi",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2682628,1264559
8580583,973,,,"Bülach, Gewerbehaus",Bülach,Bus,&nbsp;,0,,112,2,Bus,"504,515,525,535,N53",2682907,1263684
8503404,12018,,,Rafz,Rafz,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,114,1,Bahn,S9,2683085,1273146
8582739,6716,,,"Bülach, Cholplatz",Bülach,Bus,&nbsp;,0,,112,2,Bus,"530,531,E,N54",2683306,1262678
8503781,62,,,"Bachenbülach, Alte Post",Bachenbülach,Bus,&nbsp;,0,,112,2,Bus,"530,531,E,N54",2683427,1262173
8580631,3408,,,"Bülach, Witenwisen",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2683439,1263837
8583774,6944,,,"Winkel, Seebüel",Winkel,Bus,&nbsp;,0,,112,2,Bus,"530,531,E,N54",2683540,1260771
8580629,2746,,,"Bülach, Untere Frohalde",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2683775,1264358
8583590,6905,,,"Rafz, Pflegeheim Peteracker",Rafz,Bus,&nbsp;,0,,114,2,Bus,545,2683805,1274500
8503874,1986,,,"Teufen ZH, Unterteufen",Teufen ZH,Bus,&nbsp;,0,,123,2,Bus,"522,N52",2684912,1267340
8579968,745,,,Egetswil,Buchs ZH,Bus,&nbsp;,0,,121,2,Bus,"732,734,N52",2686388,1258262
8502493,7029,,,"Freienstein, Wohnschule",Freienstein,Bus,&nbsp;,0,,123,2,Bus,"529,N59",2686705,1265306
8573230,120,,,"Lufingen, Augwil",Lufingen,Bus,&nbsp;,0,,123,2,Bus,"520,521,524,E,N52",2686934,1259116
8583052,6784,,,"Embrach, Im Feld",Embrach,Bus,&nbsp;,0,,123,2,Bus,"521,N52",2687007,1263205
8506895,1944,,,"Lufingen, Dorf",Lufingen,Bus,&nbsp;,0,,123,2,Bus,"520,521,524,E,N52",2687024,1260363
8573226,3020,,,"Embrach, Zürcherstrasse",Embrach,Bus,&nbsp;,0,,123,2,Bus,"520,521,E,N52",2687106,1261659
8503481,7085,,,"Neuhausen, Kreuzstrasse",Neuhausen am Rheinfall,,&nbsp;,0,,,99,,,2688125,1282105
8573685,2739,,,"Buch am Irchel, Unterbuch",Buch am Irchel,Bus,&nbsp;,0,,124,2,Bus,"670,677,N64",2688828,1267273
8580691,6237,,,"Buch am Irchel, Irchelhof",Buch am Irchel,Bus,&nbsp;,0,,124,2,Bus,677,2688880,1267652
8503423,13755,,,Neuhausen,Neuhausen am Rheinfall,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S12,S24,S33,S9",2689081,1282085
8573684,562,,,"Buch am Irchel, Oberbuch",Buch am Irchel,Bus,&nbsp;,0,,124,2,Bus,"677,N64",2689091,1267010
8503424,13756,,,Schaffhausen,Schaffhausen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S12,S24,S33,S9",2689600,1283800
8573683,2621,,,"Buch am Irchel, Sägerei",Buch am Irchel,Bus,&nbsp;,0,,124,2,Bus,"677,N64",2689859,1267456
8581073,6326,,,"Schaffhausen, Bachstrasse",Schaffhausen,Bus,&nbsp;,0,,,2,Bus,"630,632,634,N69",2690043,1283514
8503425,10849,,,Feuerthalen,Feuerthalen,,&nbsp;,0,,,99,,,2690645,1283099
8573450,1566,,,"Feuerthalen, Lindenbuck",Feuerthalen,Bus,&nbsp;,0,,116,2,Bus,"632,634,N69",2691251,1282302
8581527,3746,,,"Hünikon (Neftenbach), Vontobel",Hünikon,Bus,&nbsp;,0,,123,2,Bus,"677,N64",2691690,1267635
8503426,11515,,,Langwiesen,Langwiesen,,&nbsp;,0,,,99,,,2691874,1282135
8582123,6487,,,"Neftenbach, Wolfgässli",Neftenbach,Bus,&nbsp;,0,,123,2,Bus,"674,N59",2692408,1264803
8590921,6637,,,"Winterthur, Bahnhof Wülflingen",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,EV,N7",2693589,1262505
8573701,1159,,,"Henggart, Bahnhof",Henggart,Bus,&nbsp;,0,,160,2,Bus,"675,676",2693806,1268879
8590969,1443,,,"Winterthur, Klinik Schlosstal",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,N7",2693949,1262439
8590618,2982,,,"Geroldswil, Zentrum",Geroldswil,Bus,&nbsp;,0,,154,2,Bus,"301,302,309,N30,N34",2673255,1252747
8502960,2753,,,"Obfelden, Unterlunnern",Obfelden,Bus,&nbsp;,0,,156,2,Bus,"212,217,N22",2673502,1235143
8590614,701,,,"Geroldswil, Dorfstrasse",Geroldswil,Bus,&nbsp;,0,,154,2,Bus,"301,302,N30,N34",2673536,1252571
8590512,502,,,"Dietikon, Birmensdorferstrasse",Dietikon,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"20,314,317,N34,N36",2673901,1250137
8590839,1178,,,"Urdorf, Urdorf-Nord",Urdorf,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"20,314,317,N34,N36",2673926,1249664
8590844,3589,,,"Urdorf, Oberurdorf",Urdorf,Bus,&nbsp;,0,,154,2,Bus,"314,317",2674336,1247907
8590842,1726,,,"Urdorf, Neumattstrasse",Urdorf,Bus,&nbsp;,0,,154,2,Bus,"302,N34",2674336,1248967
8590845,2024,,,"Urdorf, Rainweg",Urdorf,Bus,&nbsp;,0,,154,2,Bus,"302,N34",2674499,1249199
8590801,3748,,,"Schlieren, Steinacker",Schlieren,,&nbsp;,0,,,99,,,2674568,1249953
8590914,2268,,,"Weiningen ZH, Schulhaus",Weiningen ZH,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2674783,1252445
8509644,7066,,,"Dietikon, Wasserburg",Dietikon,Bus,&nbsp;,0,,154,2,Bus,317,2674855,1250264
8583890,6983,,,"Affoltern a.A., Moosbach",Affoltern am Albis,Bus,&nbsp;,0,,156,2,Bus,"212,215,217",2675761,1236242
8590831,29,,,"Unterengstringen, Aegelsee",Unterengstringen,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2676008,1252076
8580434,1575,,,"Kloten, Lindenstrasse",Kloten,Bus,&nbsp;,0,,121,2,Bus,"733,735",2686665,1256337
8590701,933,,,"Küsnacht ZH, Gartenstrasse",Küsnacht ZH,Bus,&nbsp;,0,,140,2,Bus,918,2686871,1240705
8576189,2040,,,"Zollikon, Rebwiesstrasse",Zollikon,Bus,&nbsp;,0,,140,2,Bus,"910,N99",2686935,1244510
8503659,795,,,Erlenbach ZH (See),Erlenbach ZH,,&nbsp;,0,,140,99,,,2687008,1239767
8503754,1937,,,"Horgenberg, Wührenbach",Horgenberg,Bus,&nbsp;,0,,151,2,Bus,"150,N26",2687092,1233512
8591261,1584,,,"Zürich, Loorenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,701,703,704,N71,N74",2687321,1246089
8587964,3199,,,"Erlenbach ZH, Alterswohnheim",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2687426,1240247
8587973,3274,,,"Erlenbach ZH, Im Vogelsang",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2687571,1240081
8573556,2614,,,"Horgen, Ebnetstrasse",Horgen,Bus,&nbsp;,0,,151,2,Bus,"150,155",2687663,1234184
8590660,2232,,,"Horgen, Schinzenhof",Horgen,Bus,&nbsp;,0,,151,2,Bus,"121,N26",2687685,1235059
8503672,1247,,,Horgen (See),Horgen,,&nbsp;,0,,151,99,,,2687720,1235256
8587978,3325,,,"Erlenbach ZH, Sandfelsenstr.",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2687829,1240247
8591147,899,,,"Zürich, Friedhof Witikon",Zürich,Bus,&nbsp;,0,,110,2,Bus,"701,703,704,N71,N74",2687934,1246267
8590588,6346,,,"Dübendorf, Sonnental",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"743,744,745,751,752,754,N6,N75,N76",2687952,1250054
8576214,1341,,,"Itschnach, Dorf",Itschnach,Bus,&nbsp;,0,,140,2,Bus,"912,919,N91",2687962,1242532
8587969,3237,,,"Erlenbach ZH, Erlenhöhe",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2688006,1240112
8590663,2829,,,"Horgen, Wannenthal",Horgen,Bus,&nbsp;,0,,151,2,Bus,"134,E",2688073,1234618
8588205,300,,,"Erlenbach ZH, Allmend",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2688226,1240144
8503972,2946,,,"Hirzel, Wolfisbühl",Hirzel,Bus,&nbsp;,0,,152,2,Bus,"150,N26",2688292,1231124
8587972,3272,,,"Erlenbach ZH, Im Streuli",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,962,2688322,1239120
8588002,1241,,,"Herrliberg, Holzwies",Herrliberg,Bus,&nbsp;,0,,140,2,Bus,"962,973",2688473,1238717
8587975,3305,,,"Erlenbach ZH, Pflugstein",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,962,2688495,1239102
8587968,3655,,,"Erlenbach ZH, Chapf",Erlenbach ZH,Bus,&nbsp;,0,,140,2,Bus,961,2688518,1240320
8503899,622,,,"Horgen, Waldegg",Horgen,Bus,&nbsp;,0,,151,2,Bus,"131,132,155",2688555,1233352
8588011,1173,,,"Herrliberg-Feldmeilen, Bahnhof",Feldmeilen,Bus,&nbsp;,0,,141,2,Bus,"921,972,974",2688831,1237381
8590541,3145,,,"Dietlikon, Dornenstrasse",Dietlikon,Bus,&nbsp;,0,,121,2,Bus,"748,749",2688916,1252420
8590563,1054,,,"Dübendorf, Grüzenstrasse",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"754,N75",2688978,1249608
8590543,3188,,,"Dietlikon, Hofwiesen",Dietlikon,Bus,&nbsp;,0,,121,2,Bus,"748,749",2689034,1253534
8588009,2647,,,"Herrliberg, Tennisplätze",Herrliberg,Bus,&nbsp;,0,,141,2,Bus,973,2689041,1238429
8590591,2743,,,"Dübendorf, Unterdorf",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,748,2689050,1250430
8595129,6838,,,"Dietlikon, Rebackerweg",Dietlikon,Bus,&nbsp;,0,,121,2,Bus,749,2689096,1253751
8503306,10659,,,Dietlikon,Dietlikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,121,1,Bahn,"S12,S19,S3,S8,SN1,SN11,SN6,SN8",2689115,1252844
8576225,2826,,,"Waltikon, Station",Waltikon,Bus,&nbsp;,0,,140,2,Bus,919,2689148,1243475
8587999,3739,,,"Herrliberg, Grundhofstrasse",Herrliberg,Bus,&nbsp;,0,,141,2,Bus,972,2689198,1237919
8511476,7084,,,"Dietlikon, Pappelstrasse",Dietlikon,,&nbsp;,0,,112,99,,,2689290,1252733
8587653,726,,,"Dübendorf, Bahnhof",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"748,752,754,756,760,N76",2689443,1250570
8587996,870,,,"Herrliberg, Forchstrasse",Herrliberg,Bus,&nbsp;,0,,141,2,Bus,973,2689465,1238018
8587981,758,,,"Meilen, Eichholz",Meilen,Bus,&nbsp;,0,,141,2,Bus,"921,972",2689617,1237453
8591312,2035,,,"Zürich, Rebbergsteig",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2681250,1250135
8591135,927,,,"Zürich, Förrlibuckstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"17,8,N17",2681427,1249602
8590479,2015,,,"Adliswil, Zopf",Adliswil,Bus,&nbsp;,0,,150,2,Bus,"151,N15",2681478,1241480
8591247,1528,,,"Zürich, Lehenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2681689,1250043
8573188,6069,,,"Blickensdorf, H. Waldmann-Str",Blickensdorf,Bus,&nbsp;,0,,,2,Bus,280,2681722,1228362
8503091,12546,,,Zürich Giesshübel,Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,1,Bahn,"S4,SN4",2681837,1246322
8511412,7165,,,"Adliswil, Sood",Adliswil,,&nbsp;,0,,150,99,,,2681846,1241633
8506517,7040,,,"Zürich, Hertersteg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"72,76,N15,N18",2681905,1246881
8502762,1866,,,"Langnau a.A., Albispasshöhe",Langnau am Albis,Bus,&nbsp;,0,,151,2,Bus,240,2681914,1236672
8591366,2771,,,"Zürich, Sihlcity Nord",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,17,200,210,5,72,N15,N18",2681920,1246034
8573189,6070,,,"Baar, Waldmannhalle",Baar ZG,Bus,&nbsp;,0,,,2,Bus,280,2681935,1228214
8591415,2795,,,"Zürich, Waffenplatzstrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,17,5,66,72,N15,N18",2682123,1246195
8591098,546,,,"Zürich, Brunau/Mutschellenstr.",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72,N15,N18",2682220,1245497
8591392,2659,,,"Zürich, Thujastrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72,N15,N18",2682296,1244941
8591306,2014,,,"Zürich, Quellenstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,17,4,N13,N17,N4",2682311,1249006
8511224,7157,,,"Zürich, Besenrainweg",Zürich,,&nbsp;,0,,110,99,,,2682375,1244539
8502992,2738,,,"Langnau am Albis, Unteralbis",Langnau am Albis,Bus,&nbsp;,0,,150,2,Bus,240,2682403,1237778
8573159,1645,,,"Langnau am Albis, Mittelalbis",Langnau am Albis,Bus,&nbsp;,0,,151,2,Bus,240,2682407,1236673
8591111,649,,,"Zürich, Dangelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"184,185,N18",2682483,1243204
8591439,2950,,,"Zürich, Wollishoferplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"184,185,7,N18",2682492,1243638
8573241,2132,,,"Rümlang, Bahnhof",Rümlang,Bus,&nbsp;,0,,121,2,Bus,"510,742,795,797",2682497,1256483
8503887,2600,,,"Langnau am Albis,Oberrenggstr.",Langnau am Albis,Bus,&nbsp;,0,,150,2,Bus,240,2682558,1237438
8591292,1753,,,"Zürich, Nürenbergstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2682656,1249624
8506549,7041,,,"Adliswil, Dietlimoos",Adliswil,Bus,&nbsp;,0,,150,2,Bus,"185,N18",2682671,1241879
8591367,1366,,,"Zürich, Sihlpost / HB",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"14,3,31,N1,N14,N3",2682739,1247828
8591383,6117,,,"Zürich, Stierenried",Zürich,Bus,&nbsp;,0,,110,2,Bus,64,2682772,1252335
8591369,2396,,,"Zürich, Sihlstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"2,9",2682773,1247403
8503862,2309,,,"Langnau a.A.,Schwerzi-Wildpark",Langnau am Albis,Bus,&nbsp;,0,,150,2,Bus,"153,240",2682796,1238001
8591246,1522,,,"Zürich, Laubiweg",Zürich,Tram,&nbsp;,2,,110,5,Tram,"11,15",2682871,1249931
8516661,14012,,,Zürich HB Museum,Zürich,,&nbsp;,0,,,99,,,2683058,1248155
8503088,14011,,,Zürich HB SZU,Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,1,Bahn,"S10,S4,SN4",2683101,1248002
8591093,601,,,"Zürich, Kantonalbank",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,2,8,9,N11",2683170,1246953
8509647,7067,,,"Kilchberg ZH, Neuweid",Kilchberg ZH,Bus,&nbsp;,0,,150,2,Bus,"161,162",2683200,1241243
8503447,2585,,,Zürich Storchen,Zürich,,&nbsp;,0,,110,99,,,2683333,1247286
8591207,1303,,,"Zürich, Im Ebnet",Zürich,Bus,&nbsp;,0,,110,2,Bus,742,2683372,1253998
8573160,674,,,"Langnau am Albis, Dorf",Langnau am Albis,Bus,&nbsp;,0,,150,2,Bus,"140,153,240",2683395,1238111
8503006,13034,,,Zürich Oerlikon,Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,1,Bahn,"S14,S15,S16,S19,S2,S21,S24,S3,S6,S7,S8,S9,SN6,SN7,SN8,SN9",2683453,1251820
8590683,1863,,,"Kilchberg ZH, Paradiessteig",Kilchberg ZH,Bus,&nbsp;,0,,150,2,Bus,"161,N16",2683487,1242679
8576195,1845,,,"Zürich, Opernhaus",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,912,916,N91",2683761,1246666
8591362,2367,,,"Zürich, Seilbahn Rigiblick",Zürich,"Bus,Standseilbahn,Tram,Trolleybus",&nbsp;,2,,110,10,Bergbahn Bus Tram,"10,23,33,9,N10",2683788,1248950
8590689,2277,,,"Kilchberg ZH,Schulhaus Dorfstr",Kilchberg ZH,Bus,&nbsp;,0,,150,2,Bus,"162,163",2683843,1241808
8590781,6009,,,"Rüschlikon, Rebsteig",Rüschlikon,Bus,&nbsp;,0,,150,2,Bus,N16,2684090,1240760
8576197,832,,,"Zürich, Feldeggstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,912,916,N91",2684126,1246107
8530473,2090,,,"Zürich, Rigiblick",Zürich,"Bus,Standseilbahn",&nbsp;,0,,110,9,Bergbahn Bus,"23,39",2684172,1249098
8591109,3717,,,"Zürich, Chinagarten",Zürich,Bus,&nbsp;,0,,110,2,Bus,"912,916",2684189,1245449
8591202,1251,,,"Zürich, Hottingerplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"3,N71,N74",2684277,1247110
8576198,1286,,,"Zürich, Höschgasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,33,4,912,916,N91",2684278,1245837
8590783,410,,,"Rüschlikon, Schlossstrasse",Rüschlikon,Bus,&nbsp;,0,,150,2,Bus,"165,N16",2684317,1240911
8590762,6507,,,"Rümlang, Bäuler",Rümlang,"Bus,Tram",&nbsp;,2,,121,3,Bus Tram,"10,12,510",2684434,1254463
8503791,739,,,"Thalwil, Ebnet",Thalwil,Bus,&nbsp;,0,,150,2,Bus,"140,240",2684614,1238100
8591397,2673,,,"Zürich, Toblerplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"33,6,N6",2684633,1248188
8576200,2907,,,"Zürich, Wildbachstrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,33,4,912,916,N91",2684637,1245308
8503098,12526,,,Sihlwald,Sihlwald,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,151,1,Bahn,S4,2684683,1235871
