NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N
8503016,13027,,,Zürich Flughafen,Zürich Flughafen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,121,1,Bahn,"S16,S2,S24",2684781,1256083
8591225,3121,,,"Zürich, Genossenschaftsstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"781,787,N78",2684804,1252206
8590813,99,,,"Thalwil, Archstrasse",Thalwil,Bus,&nbsp;,0,,150,2,Bus,156,2684945,1238962
8591185,1160,,,"Zürich, Herbstweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,N12",2684996,1251501
8591231,3648,,,"Zürich, Klosbach",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2685010,1247186
8591394,2667,,,"Zürich, Titlisstrasse",Zürich,Zahnradbahn,&nbsp;,0,,110,6,Bergbahn,25,2685064,1247287
8573167,2989,,,"Thalwil, Zentrum",Thalwil,Bus,&nbsp;,0,,150,2,Bus,"140,142,145,156,240,N16",2685154,1238836
8590817,975,,,"Thalwil, Gewerbestrasse",Thalwil,Bus,&nbsp;,0,,150,2,Bus,"140,142",2685239,1237922
8503655,3004,,,Zollikon (See),Zollikon,,&nbsp;,0,,140,99,,,2685299,1243747
8576184,3003,,,"Zollikon, Bahnhof",Zollikon,Bus,&nbsp;,0,,140,2,Bus,"910,99,N11",2685487,1243605
8591349,2294,,,"Zürich, Schwamendingerplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"62,7,75,9,N12,N7",2685539,1251037
8591104,580,,,"Zürich, Burgwies",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,N11",2685612,1245859
8510978,7146,,,"Zollikon, Bleulerstrasse",Zollikon,Bus,&nbsp;,0,,110,2,Bus,99,2685613,1244641
8590748,3298,,,"Opfikon, Neuwiesen",Opfikon,Bus,&nbsp;,0,,121,2,Bus,"759,761",2685681,1253668
8591340,2251,,,"Zürich, Schlyfi",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N71,N74",2685777,1246370
8590750,3360,,,"Opfikon, Vreniker",Opfikon,Bus,&nbsp;,0,,121,2,Bus,762,2686082,1253683
8579186,1805,,,"Oberrieden, Bahnhof",Oberrieden,Bus,&nbsp;,0,,150,2,Bus,"136,N25",2686300,1237104
8576207,1011,,,"Küsnacht ZH, Goldbacherstrasse",Küsnacht ZH,Bus,&nbsp;,0,,140,2,Bus,"912,916,N91",2686309,1242668
8576186,1277,,,"Zollikon, Höhestrasse",Zollikon,Bus,&nbsp;,0,,140,2,Bus,"910,N99",2686371,1243850
8576209,2168,,,"Küsnacht ZH, Schiedhaldenstr.",Küsnacht ZH,Bus,&nbsp;,0,,140,2,Bus,"912,916,919,N91",2686478,1241975
8588736,6268,,,"Kloten, Ackerstrasse",Kloten,Bus,&nbsp;,0,,121,2,Bus,735,2686645,1256661
8595082,6845,,,"Effretikon, Oberkempttal",Effretikon,,&nbsp;,0,,122,99,,,2695571,1254157
8577519,6305,,,"Wollerau, Oswäldli",Wollerau,Bus,&nbsp;,0,,181,2,Bus,N29,2695619,1227417
8503160,49,,,"Männedorf, Allenberg",Männedorf,Bus,&nbsp;,0,,142,2,Bus,N92,2696108,1234458
8573815,6389,,,"Schindellegi, Aesch",Schindellegi,,&nbsp;,0,,181,99,,,2696150,1226450
8577509,6404,,,"Richterswil, Säumerstrasse",Richterswil,,&nbsp;,0,,153,99,,,2696161,1228693
8576107,2939,,,"Richterswil, Wisli",Richterswil,Bus,&nbsp;,0,,153,2,Bus,170,2696389,1228896
8588055,1797,,,"Uster, Oberlandstrasse",Uster,Bus,&nbsp;,0,,131,2,Bus,"725,811,N81",2696490,1245618
8503371,1606,,,"Illnau, Löwen",Illnau,Bus,&nbsp;,0,,122,2,Bus,652,2696502,1252511
8588531,6253,,,"Oetwil am See, Beichlen",Oetwil am See,Bus,&nbsp;,0,,143,2,Bus,940,2696527,1236100
8575957,2629,,,"Uster, Talacker",Uster,Bus,&nbsp;,0,,131,2,Bus,"842,N84",2696532,1244393
8588139,2,,,"Stäfa, Strandbad",Stäfa,Bus,&nbsp;,0,,143,2,Bus,925,2696556,1233017
8575926,639,,,"Illnau, Chrummenacher",Illnau,Bus,&nbsp;,0,,122,2,Bus,652,2696654,1251300
8580879,2464,,,"Uster, Stadthaus",Uster,Bus,&nbsp;,0,,131,2,Bus,"845,N84",2696751,1244905
8503665,2607,,,Stäfa (See),Stäfa,,&nbsp;,0,,143,99,,,2696902,1232747
8575927,1301,,,"Illnau, Bahnhof",Illnau,Bus,&nbsp;,0,,122,2,Bus,"640,652,N62",2696934,1251651
8587686,742,,,"Stäfa, Echtlenbach",Stäfa,Bus,&nbsp;,0,,143,2,Bus,950,2696982,1233665
8581280,6334,,,"Wollerau, Sonnenberg",Wollerau,,&nbsp;,0,,181,99,,,2696990,1227588
8503172,1686,,,"Stäfa, Mühlehölzli",Stäfa,Bus,&nbsp;,0,,143,2,Bus,950,2696992,1234896
8581264,6336,,,"Wollerau, Wächlen",Wollerau,,&nbsp;,0,,181,99,,,2697210,1228062
8577523,6337,,,"Wollerau, Weingarten/Bellevue",Wollerau,,&nbsp;,0,,181,99,,,2697396,1228174
8588057,2675,,,"Uster, Himmelriich",Uster,Bus,&nbsp;,0,,131,2,Bus,"818,N81",2697517,1245910
8581546,1746,,,"Uster, Nossikon",Uster,Bus,&nbsp;,0,,131,2,Bus,"813,N84",2697558,1244056
8503253,1141,,,"Uster, Hegetsberg",Uster,Bus,&nbsp;,0,,131,2,Bus,"812,N81",2697817,1245083
8575978,1564,,,"Uster, Linde",Uster,Bus,&nbsp;,0,,131,2,Bus,"845,N84",2697843,1244552
8581278,6398,,,"Wilen bei Wollerau, Schlyffi",Wilen bei Wollerau,,&nbsp;,0,,181,99,,,2697850,1228200
8503988,886,,,"Freudwil, Im Dörfli",Freudwil ZH,Bus,&nbsp;,0,,131,2,Bus,"827,N72",2697961,1247966
8592289,3385,,,"Bäch SZ, Schulhaus",Bäch,Bus,&nbsp;,0,,181,2,Bus,189,2698113,1228949
8576062,686,,,"Stäfa, Dorf",Stäfa,Bus,&nbsp;,0,,143,2,Bus,"951,955,N95",2698151,1232860
8575930,1898,,,Agasul,Agasul,Bus,&nbsp;,0,,122,2,Bus,"640,N62",2698515,1253527
8573505,624,,,"Wermatswil, Chammerholzstr.",Wermatswil,Bus,&nbsp;,0,,131,2,Bus,"827,N72",2698534,1246801
8581276,6397,,,"Wilen bei Wollerau, Obereulen",Wilen bei Wollerau,,&nbsp;,0,,181,99,,,2698600,1228200
8581275,6396,,,"Wilen bei Wollerau, Eulen",Wilen bei Wollerau,,&nbsp;,0,,181,99,,,2698750,1228350
8573510,2972,,,"Fehraltorf, Zelgli",Fehraltorf,Bus,&nbsp;,0,,135,2,Bus,"831,N82",2699291,1250162
8575981,1314,,,"Bertschikon b. G., Müselacher",Bertschikon b Gossau,Bus,&nbsp;,0,,132,2,Bus,845,2699586,1242158
8503210,10876,,,Freienbach SBB,Freienbach,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,181,1,Bahn,"S8,SN8",2699836,1229326
8503392,1647,,,"Gossau ZH, Mitteldorf",Gossau ZH,Bus,&nbsp;,0,,132,2,Bus,"845,862,N86",2699864,1240453
8573536,1681,,,"Weisslingen, Mühle",Weisslingen,Bus,&nbsp;,0,,170,2,Bus,832,2700041,1255428
8573534,1789,,,"Weisslingen, Oberhof",Weisslingen,Bus,&nbsp;,0,,170,2,Bus,"832,N62",2700210,1253813
8503124,10008,,,Aathal,Aathal,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,132,1,Bahn,"S14,SN5",2700332,1243594
8573511,1661,,,"Russikon, Morgenthal",Russikon,Bus,&nbsp;,0,,135,2,Bus,832,2700660,1249831
8503792,1974,,,"Russikon, Gemeindehaus",Russikon,Bus,&nbsp;,0,,135,2,Bus,"826,831,832,N82",2700994,1250187
8575935,1536,,,"Weisslingen, Lendikon",Weisslingen,Bus,&nbsp;,0,,170,2,Bus,640,2701120,1253648
8595329,6896,,,"Hombrechtikon, Hofacherstrasse",Hombrechtikon,Bus,&nbsp;,0,,133,2,Bus,"880,970,N95",2701193,1233666
8503680,3304,,,Pfäffikon SZ (See),Pfäffikon SZ,,&nbsp;,0,,181,99,,,2701252,1229449
8573528,2609,,,"Pfäffikon ZH, Sulzberg",Pfäffikon ZH,Bus,&nbsp;,0,,135,2,Bus,"825,826,831",2701455,1248506
8587941,3584,,,"Hombrechtikon, Grossacher",Hombrechtikon,Bus,&nbsp;,0,,133,2,Bus,970,2701523,1234110
8573800,1884,,,"Pfäffikon SZ, Bahnhof",Pfäffikon SZ,Bus,&nbsp;,0,,181,2,Bus,"188,189,N29",2701578,1228860
8575933,1950,,,"Neschwil, Post",Neschwil,Bus,&nbsp;,0,,170,2,Bus,640,2701796,1254145
8594541,6818,,,"Wetzikon ZH, Schönau",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,856,2702093,1242489
8503123,12882,,,Wetzikon ZH,Wetzikon ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,132,1,Bahn,"S14,S15,S3,S5,SN5",2702314,1241663
8576091,2906,,,"Wetzikon ZH, Wildbach",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"850,851,852,857,858,859,N88",2702498,1241957
8573540,1822,,,"Pfäffikon ZH, Grundstrasse",Pfäffikon ZH,Bus,&nbsp;,0,,135,2,Bus,"837,N72",2702749,1246763
8576092,2241,,,"Wetzikon ZH, Schloss",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"850,851,852",2702793,1242401
8587957,3610,,,"Wetzikon ZH, Stadion",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,869,2702881,1241264
8587989,3260,,,"Ottikon (Gossau),Herschmettlen",Ottikon b Gossau,Bus,&nbsp;,0,,132,2,Bus,883,2703081,1237932
8590449,6596,,,"Wolfhausen, Zinkereistrasse",Wolfhausen,,&nbsp;,0,,133,99,,,2703141,1234990
8576093,494,,,"Wetzikon ZH, Binzackerstrasse",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"850,851,N87",2703158,1242892
8575999,2419,,,"Wetzikon ZH, Sonnenfeld",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,857,2703333,1242667
8583486,6859,,,"Auslikon, Schulhausstrasse",Auslikon,Bus,&nbsp;,0,,135,2,Bus,859,2703479,1244561
6,14042,,,Damm,Rapperswil SG,,&nbsp;,0,,,99,,,2703896,1230939
8580531,6798,,,"Rämismühle-Zell, Bahnhof",Zell ZH,,&nbsp;,0,,170,99,,,2704111,1255440
8587958,3510,,,"Kempten, Talhof",Kempten,Bus,&nbsp;,0,,132,2,Bus,"850,851,858,859,N87",2704131,1243312
8582391,6711,,,"Altendorf, Talstrasse",Altendorf,,&nbsp;,0,,,99,,,2704506,1227821
8591739,6017,,,"Jona, Sonnenblickstrasse",Jona,Bus,&nbsp;,0,,180,2,Bus,994,2704610,1233262
8590915,406,,,"Wetzikon ZH, Ettenhausen",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,N88,2704758,1242216
8503122,10560,,,Bubikon,Bubikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,133,1,Bahn,"S14,S15,S5,SN5",2704789,1236433
8587943,3285,,,"Rapperswil SG, Kreuzliplatz",Rapperswil SG,Bus,&nbsp;,0,,180,2,Bus,"885,992,993,994",2704934,1231820
8591754,6481,,,"Rapperswil SG, Sportanl. Lido",Rapperswil SG,Bus,&nbsp;,0,,180,2,Bus,"991,996",2705030,1231250
8573543,1593,,,"Hittnau, Luppmen",Hittnau,Bus,&nbsp;,0,,135,2,Bus,"837,858",2705113,1246791
8591752,1811,,,"Rapperswil SG, Oberseeplatz",Rapperswil SG,Bus,&nbsp;,0,,180,2,Bus,"991,992,996",2705299,1231169
8588035,585,,,"Jona, Busskirchstrasse",Jona,Bus,&nbsp;,0,,180,2,Bus,"991,992,996",2705645,1231087
8591722,6428,,,"Jona, Allmeindstrasse",Jona,Bus,&nbsp;,0,,180,2,Bus,994,2705887,1232113
8503622,23,,,"Adetswil, Sunneberg",Adetswil,Bus,&nbsp;,0,,172,2,Bus,"851,N87",2706046,1244039
8591726,836,,,"Jona, Feldlistrasse",Jona,Bus,&nbsp;,0,,180,2,Bus,"992,996",2706600,1231850
8588036,3651,,,"Rüti ZH, Bandwies",Rüti ZH,Bus,&nbsp;,0,,134,2,Bus,884,2706791,1235037
8583693,6797,,,"Saland, Bahnhof",Saland,,&nbsp;,0,,172,99,,,2706884,1250197
8588039,1033,,,"Rüti ZH, Gruebenplatz",Rüti ZH,Bus,&nbsp;,0,,134,2,Bus,"884,888",2707142,1234417
8578533,6354,,,"Jona, St. Dionys",Jona,,&nbsp;,0,,180,99,,,2707500,1231950
8575992,984,,,"Bauma, Giess. Wolfensberger",Bauma,Bus,&nbsp;,0,,172,2,Bus,"850,N87",2708255,1246840
8594250,6779,,,"Binz bei Maur, Bautacher",Binz bei Maur,Bus,&nbsp;,0,,121,2,Bus,744,2690005,1245962
8590551,532,,,"Dübendorf, Branzenäsch",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"752,N75",2690029,1249999
8588317,3793,,,"Bassersdorf, Bächli",Bassersdorf,Bus,&nbsp;,0,,121,2,Bus,"765,N78",2690300,1254928
8573567,1707,,,"Schönenberg ZH, Neubad",Schönenberg ZH,Bus,&nbsp;,0,,153,2,Bus,150,2690744,1227682
8595707,6962,,,"Nürensdorf, Zentrum Süd",Nürensdorf,Bus,&nbsp;,0,,122,2,Bus,"658,659,N70",2691330,1255741
8503868,989,,,"Wädenswil, Gisenrüti",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,128,2691601,1229743
8590565,1150,,,"Dübendorf, Heidenrietstrasse",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"756,N76",2691604,1249982
8503671,110,,,Halbinsel Au,Au ZH,,&nbsp;,0,,152,99,,,2691608,1234002
8590487,6600,,,"Aesch bei Maur, Im Brünneli",Aesch bei Maur,Bus,&nbsp;,0,,130,2,Bus,744,2691917,1242869
8503127,12307,,,Schwerzenbach ZH,Schwerzenbach ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,121,1,Bahn,"S14,S9,SN9",2692131,1248866
8503864,1688,,,"Schönenberg ZH, Mühlestalden",Schönenberg ZH,Bus,&nbsp;,0,,153,2,Bus,"150,160,N28",2692166,1228349
8576172,3162,,,"Breite b. N., Grünenwaldstr.",Breite,Bus,&nbsp;,0,,122,2,Bus,"658,660,769,N70",2692187,1257509
8576127,2307,,,"Schwerzenbach ZH, Bahnhof",Schwerzenbach ZH,Bus,&nbsp;,0,,121,2,Bus,"704,705,720,721,725,726,727,N72,N74",2692191,1248845
8588025,1230,,,"Meilen, Hohenegg",Meilen,Bus,&nbsp;,0,,141,2,Bus,922,2692491,1236619
8588026,3513,,,"Meilen, In der Au",Meilen,Bus,&nbsp;,0,,141,2,Bus,923,2692792,1236440
8581572,2129,,,"Wädenswil, Rötiboden",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,126,N28",2692809,1231396
8588019,574,,,"Meilen, Bundi",Meilen,Bus,&nbsp;,0,,141,2,Bus,922,2692932,1237420
8503377,676,,,"Lindau, Dorf",Lindau,Bus,&nbsp;,0,,122,2,Bus,650,2692994,1255251
8590861,1001,,,"Wädenswil, Glärnisch",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,127,128,150",2693080,1231739
8595538,6541,,,"Tagelswangen, Herdlen",Tagelswangen,,&nbsp;,0,,122,99,,,2693139,1254459
8590877,2864,,,"Wädenswil, Weinrebe",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"121,122,N28",2693419,1231902
8575937,1827,,,"Tagelswangen, Oberwis",Tagelswangen,Bus,&nbsp;,0,,122,2,Bus,"650,658,659,N70",2693506,1254148
8590716,2342,,,"Maur, See",Maur,Bus,&nbsp;,0,,130,2,Bus,"701,743,N71",2693711,1243986
8503151,2988,,,"Volketswil, Zentrum",Volketswil,Bus,&nbsp;,0,,130,2,Bus,"720,721,725,726,N72",2693840,1249447
8590640,6613,,,"Greifensee, Im Hof",Greifensee,Bus,&nbsp;,0,,130,2,Bus,727,2693868,1246748
8588048,4803,,,"Uetikon am See, Oergelacher",Uetikon am See,Bus,&nbsp;,0,,142,2,Bus,931,2693899,1236063
8588033,2791,,,"Meilen, Vorderer Pfannenstiel",Meilen,Bus,&nbsp;,0,,141,2,Bus,922,2693903,1237924
8590721,6505,,,"Nänikon, Heuwinkelstrasse",Nänikon,Bus,&nbsp;,0,,130,2,Bus,727,2693956,1247243
8588502,6008,,,"Winterberg ZH, Kleinikon",Winterberg,Bus,&nbsp;,0,,122,2,Bus,"656,662",2694028,1256972
8503305,10744,,,Effretikon,Effretikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,122,1,Bahn,"S19,S24,S3,S7,S8,SN1,SN11,SN6,SN8",2694195,1253543
8576129,2818,,,"Volketswil, Wallberg",Volketswil,Bus,&nbsp;,0,,130,2,Bus,"720,721,725,726,N72",2694240,1249489
8503286,12520,,,Samstagern,Samstagern,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,153,1,Bahn,"S13,S40",2694550,1227457
8590637,6611,,,"Greifensee, Pfisterhölzli",Greifensee,Bus,&nbsp;,0,,130,2,Bus,727,2694570,1246713
8576118,1038,,,"Samstagern, Frohberg",Samstagern,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2694580,1228343
8530646,2770,,,Uster (See),Uster,,&nbsp;,0,,131,99,,,2694583,1244354
8588798,6345,,,"Wädenswil, Campus Reidbach",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,129,2694586,1230582
8503062,12487,,,Egg,Egg bei Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,142,1,Bahn,"S18,SN18",2694605,1239713
8503633,2343,,,"Uster, See",Uster,Bus,&nbsp;,0,,131,2,Bus,817,2694619,1244369
8576099,2693,,,"Uster, Turicum",Uster,Bus,&nbsp;,0,,131,2,Bus,"817,N81",2694939,1244899
8581541,3668,,,"Uster, Jungholz",Uster,Bus,&nbsp;,0,,131,2,Bus,"817,N81",2695035,1245153
8576113,6162,,,"Richterswil, Im Leemann",Richterswil,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2695125,1229020
8588735,6269,,,"Grafstal, Engelacher",Grafstal,Bus,&nbsp;,0,,122,2,Bus,"655,657,N70",2695170,1255372
8587683,3669,,,"Männedorf, Spital",Männedorf,Bus,&nbsp;,0,,142,2,Bus,925,2695204,1234162
8530696,1676,,,Mönchaltorf (See),Mönchaltorf,,&nbsp;,0,,,99,,,2695364,1242437
8590933,3438,,,"Winterthur, Dättnau",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"5,N1",2694423,1260126
8591002,2558,,,"Winterthur, Steig",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"660,N66",2695176,1259037
8590994,3436,,,"Winterthur, Schöntal",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,N7",2695699,1261055
8506691,1803,,,"Oberohringen, Friedenstrasse",Oberohringen,Bus,&nbsp;,0,,160,2,Bus,"676,N58",2695928,1264864
8573697,926,,,"Hettlingen, Föhrenstrasse",Hettlingen,Bus,&nbsp;,0,,160,2,Bus,"671,676,677,679,N58",2696013,1267236
8581736,6317,,,"Unterohringen, Dorf",Unterohringen,Bus,&nbsp;,0,,160,2,Bus,679,2696145,1265630
8506023,11848,,,Ossingen,Ossingen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,161,1,Bahn,S29,2696641,1274570
8573199,1848,,,"Ossingen, Bahnhof",Ossingen,Bus,&nbsp;,0,,161,2,Bus,"605,621,623,N65",2696667,1274549
8573692,140,,,"Winterthur, Bachtelstrasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3,N63",2696764,1262875
8590928,6656,,,"Winterthur, Brudertobel",Winterthur,Bus,&nbsp;,0,,120,2,Bus,12,2696794,1259806
8588552,1668,,,"Winterthur, Museumstrasse/HB",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,670,671,N2",2696915,1261941
8590925,536,,,"Winterthur, Breite",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"12,4",2697007,1260740
8580472,2253,,,"Winterthur, Schmidgasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,10,3,5,7,N1,N3,N63,N68",2697096,1261828
8573698,1975,,,Rutschwil,Rutschwil,Bus,&nbsp;,0,,160,2,Bus,"676,N58",2697149,1268225
8573200,3179,,,"Ossingen, Usserdorf",Ossingen,Bus,&nbsp;,0,,161,2,Bus,605,2697174,1274208
8580430,2644,,,"Winterthur, Technikum",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"12,2,22,3,4,N2,N3",2697263,1261578
8590972,1669,,,"Winterthur, Musikschule",Winterthur,Bus,&nbsp;,0,,120,2,Bus,10,2697606,1262539
8580296,6119,,,"Oberneunforn, Langmüli",Oberneunforn,Bus,&nbsp;,0,,162,2,Bus,605,2698057,1274168
8506021,10662,,,Dinhard,Dinhard,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,160,1,Bahn,S29,2698922,1267782
8591021,1442,,,"Winterthur, Obstgartenweg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,N1",2699342,1263926
8590988,2126,,,"Winterthur, Römertor",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,10,N1",2699423,1263052
8580459,1200,,,"Winterthur, Hinterdorf Seen",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,N2",2699524,1260173
8580798,2226,,,"Winterthur, Schiltwiesen",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,10,5,610,N1,N67",2699538,1263016
8590997,5063,,,"Winterthur, Seen",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,9,N2",2700067,1260493
8506629,1068,,,Guntalingen,Guntalingen,Bus,&nbsp;,0,,162,2,Bus,"605,N65",2700135,1276895
8576234,1533,,,"Wiesendangen, Ländli",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611,N67",2700921,1264731
8576233,2837,,,"Wiesendangen, Wasserfuri",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611",2701177,1264845
8506024,12473,,,Stammheim,Unterstammheim,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,162,1,Bahn,S29,2701451,1276898
8502600,7027,,,"Elsau, Melcher",Elsau,Bus,&nbsp;,0,,164,2,Bus,"7,N67,N7",2701615,1262099
8506749,2615,,,"Rickenbach Sulz, Sunnezirkel",Rickenbach Sulz,Bus,&nbsp;,0,,163,2,Bus,"615,N61",2701638,1266157
8506018,12065,,,Rickenbach-Attikon,Rickenbach ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,163,1,Bahn,"S24,S30",2701681,1265816
8506748,2063,,,"Rickenbach ZH, Dorf",Rickenbach ZH,Bus,&nbsp;,0,,163,2,Bus,"615,N61",2702111,1267651
8576231,1198,,,"Wiesendangen, Hinterdorf",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611,N67",2702124,1264356
8580796,3441,,,"Wiesendangen, Oberdorf",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,611,2702371,1264384
8582789,6725,,,"Elsau, Bettli",Elsau,Bus,&nbsp;,0,,164,2,Bus,680,2703251,1261304
8587004,3211,,,Bertschikon bei Attikon,Bertschikon bei Attikon,Bus,&nbsp;,0,,163,2,Bus,611,2703580,1264884
8573668,6123,,,"Schlatt ZH, Schulhaus",Schlatt bei Winterthur,Bus,&nbsp;,0,,164,2,Bus,680,2704716,1258976
8582612,6649,,,"Hofstetten ZH, Dorf",Hofstetten ZH,Bus,&nbsp;,0,,164,2,Bus,"680,682",2706705,1258990
8581613,770,,,"Elgg, Bahnhof",Elgg,Bus,&nbsp;,0,,164,2,Bus,"680,681,682",2707350,1261816
8511682,7159,,,"Elgg, Heurüti",Elgg,Bus,&nbsp;,0,,164,2,Bus,"680,682",2708029,1258626
8506013,13759,,,Aadorf,Aadorf,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S12,S35",2710400,1260700
8503116,14040,,,Uznach,Uznach,,&nbsp;,0,,,99,,,2716722,1231541
8573278,430,,,"Bauma, Bahnhof",Bauma,Bus,&nbsp;,0,,172,2,Bus,"809,835,837,850,854,N82,N87",2708808,1247387
8573644,1378,,,"Turbenthal, Kellersacker",Turbenthal,Bus,&nbsp;,0,,171,2,Bus,807,2709223,1252298
8578562,6224,,,"Ermenswil, Post",Ermenswil,Bus,&nbsp;,0,,,2,Bus,888,2709310,1233810
8573526,6146,,,"Bichelsee, Niederhofen-Höfli",Bichelsee,Bus,&nbsp;,0,,,2,Bus,806,2710925,1257045
8588883,6415,,,"Wald ZH, Katholische Kirche",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,"854,885,N85",2711396,1236900
8503138,12805,,,Wald ZH,Wald ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,134,1,Bahn,S26,2711644,1236789
8573860,6231,,,"Eschenbach, Dorftreff",Eschenbach SG,,&nbsp;,0,,,99,,,2712120,1232920
8573587,6219,,,"Laupen ZH, Hauptstrasse",Laupen ZH,Bus,&nbsp;,0,,134,2,Bus,"885,N85",2712529,1236026
8573600,6221,,,"Wald ZH, Abzweigung Oberholz",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,892,2713000,1237500
8595875,6967,,,"Itaslen, Alte Landstrasse",Itaslen,Bus,&nbsp;,0,,,2,Bus,806,2713459,1255316
8503317,13771,,,Schöfflisdorf-Oberweningen,Schöfflisdorf,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,117,1,Bahn,S15,2673337,1261250
8557101,7005,,,"Schlieren, Kampstrasse",Schlieren,Bus,&nbsp;,0,,154,2,Bus,201,2676239,1249692
8581015,3722,,,"Affoltern a.A., Friedhof",Affoltern am Albis,Bus,&nbsp;,0,,156,2,Bus,214,2676246,1237361
8590832,743,,,"Unterengstringen, Eckstein",Unterengstringen,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2676258,1251565
8574615,3629,,,"Uitikon, Gläseren",Uitikon,Bus,&nbsp;,0,,154,2,Bus,201,2676285,1247461
8582722,6691,,,"Hedingen, Güpf",Hedingen,Bus,&nbsp;,0,,155,2,Bus,200,2676390,1239357
